Session: A
Start: 14.09.2025 15:01:34
End: 14.09.2025 15:36:05
Duration: 34 minutes
Data Points: 188

Timestamp,Date,Time,Temperature,Humidity,Gas1,Gas2,Battery
1757856489272,2025-09-14,15:28:09,24.53803,71.6701,990.0,16.0,84.77865
1757856500162,2025-09-14,15:28:20,24.58076,71.66399,1004.0,12.0,85.03961
1757856511547,2025-09-14,15:28:31,24.55138,71.63653,1014.0,12.0,85.30051
1757856522437,2025-09-14,15:28:42,24.57275,71.54345,1018.0,15.0,85.03961
1757856533327,2025-09-14,15:28:53,24.60479,71.55413,1032.0,12.0,85.30051
1757856544713,2025-09-14,15:29:04,24.60479,71.50072,991.0,14.0,85.03961
1757856555600,2025-09-14,15:29:15,24.61013,71.49767,1009.0,14.0,85.03961
1757856566491,2025-09-14,15:29:26,24.64485,71.43359,1003.0,0.0,90.51942
1757856577878,2025-09-14,15:29:37,24.64485,71.39849,991.0,17.0,85.30051
1757856588767,2025-09-14,15:29:48,24.65553,71.38323,1047.0,16.0,85.30051
1757856600652,2025-09-14,15:30:00,24.65019,71.30694,1018.0,13.0,85.03961
1757856611042,2025-09-14,15:30:11,24.65553,71.29473,998.0,13.0,85.03961
1757856621932,2025-09-14,15:30:21,24.66888,71.27032,996.0,10.0,85.03961
1757856633318,2025-09-14,15:30:33,24.67956,71.21996,984.0,12.0,84.77865
1757856644210,2025-09-14,15:30:44,24.69558,71.19402,1011.0,8.0,85.03961
1757856655098,2025-09-14,15:30:55,24.71695,71.12077,1004.0,19.0,85.03961
1757856666482,2025-09-14,15:31:06,24.73831,71.14366,1015.0,17.0,85.30051
1757856677374,2025-09-14,15:31:17,24.72496,71.09789,1048.0,11.0,85.30051
1757856688757,2025-09-14,15:31:28,24.73564,71.075,1037.0,9.0,85.03961
1757856699649,2025-09-14,15:31:39,24.757,70.9926,1006.0,10.0,84.51768
1757856710539,2025-09-14,15:31:50,24.78904,70.9926,1021.0,10.0,85.03961
1757856722421,2025-09-14,15:32:02,24.76234,70.9453,1025.0,14.0,84.77865
1757856732814,2025-09-14,15:32:12,24.79705,70.89189,1041.0,13.0,85.03961
1757856743703,2025-09-14,15:32:23,24.77569,70.87663,999.0,13.0,85.30051
1757856755089,2025-09-14,15:32:35,24.80774,70.87663,1004.0,15.0,85.03961
1757856765978,2025-09-14,15:32:45,24.82376,70.79729,1018.0,14.0,84.77865
1757856777364,2025-09-14,15:32:57,24.8291,70.74998,1026.0,0.0,84.25678
1757856788253,2025-09-14,15:33:08,24.85847,70.72556,1009.0,15.0,85.03961
1757856799143,2025-09-14,15:33:19,24.86381,70.71336,995.0,14.0,84.51768
1757856810529,2025-09-14,15:33:30,24.85313,70.70267,1027.0,9.0,85.30051
1757856821418,2025-09-14,15:33:41,24.86381,70.67063,1027.0,11.0,85.30051
1757856832309,2025-09-14,15:33:52,24.87984,70.63554,981.0,9.0,85.03961
1757856843693,2025-09-14,15:34:03,24.88785,70.59586,1009.0,10.0,85.30051
1757856854582,2025-09-14,15:34:14,24.90387,70.5684,1035.0,11.0,85.30051
1757856865473,2025-09-14,15:34:25,24.89853,70.51957,1023.0,2.0,83.73486
1757856876861,2025-09-14,15:34:36,24.92523,70.47837,1002.0,9.0,85.30051
1757856887748,2025-09-14,15:34:47,24.93591,70.46311,1016.0,7.0,85.30051
1757856899132,2025-09-14,15:34:59,24.95995,70.40665,1021.0,9.0,85.30051
1757856910020,2025-09-14,15:35:10,24.96529,70.37766,1006.0,14.0,85.03961
1757856920912,2025-09-14,15:35:20,24.98131,70.33341,991.0,16.0,85.30051
1757856932297,2025-09-14,15:35:32,24.97063,70.32273,1009.0,7.0,85.03961
1757856943187,2025-09-14,15:35:43,24.98131,70.23727,985.0,9.0,84.77865
1757856954572,2025-09-14,15:35:54,24.97864,70.22202,1025.0,5.0,85.30051
1757856965464,2025-09-14,15:36:05,25.0,70.16708,1021.0,5.0,85.30051
